10,5.8254
10.06,5.8802
10.12,5.9354
10.18,5.991
10.24,6.0471
10.3,6.1036
10.36,6.1604
10.42,6.2177
10.48,6.2753
10.541,6.3332
10.601,6.3916
10.661,6.4502
10.721,6.5092
10.781,6.5685
10.841,6.6281
10.901,6.6881
10.961,6.7483
11.021,6.8087
11.081,6.8695
11.141,6.9305
11.201,6.9917
11.261,7.0532
11.321,7.1149
11.381,7.1769
11.441,7.239
11.502,7.3013
11.562,7.3639
11.622,7.4266
11.682,7.4894
11.742,7.5525
11.802,7.6157
11.862,7.679
11.922,7.7424
11.982,7.806
12.042,7.8697
12.102,7.9335
12.162,7.9974
12.222,8.0614
12.282,8.1255
12.342,8.1897
12.402,8.2539
12.462,8.3182
12.523,8.3825
12.583,8.4468
12.643,8.5112
12.703,8.5756
12.763,8.6401
12.823,8.7045
12.883,8.7689
12.943,8.8334
13.003,8.8978
13.063,8.9622
13.123,9.0265
13.183,9.0909
13.243,9.1551
13.303,9.2194
13.363,9.2835
13.423,9.3476
13.483,9.4117
13.544,9.4756
13.604,9.5395
13.664,9.6032
13.724,9.6669
13.784,9.7305
13.844,9.7939
13.904,9.8572
13.964,9.9204
14.024,9.9835
14.084,10.046
14.144,10.109
14.204,10.172
14.264,10.234
14.324,10.297
14.384,10.359
14.444,10.421
14.505,10.482
14.565,10.544
14.625,10.605
14.685,10.667
14.745,10.728
14.805,10.788
14.865,10.849
14.925,10.909
14.985,10.969
15.045,11.029
15.105,11.089
15.165,11.148
15.225,11.207
15.285,11.266
15.345,11.325
15.405,11.383
15.465,11.441
15.526,11.499
15.586,11.557
15.646,11.614
15.706,11.671
15.766,11.728
15.826,11.784
15.886,11.84
15.946,11.896
16.006,11.952
16.066,12.007
16.126,12.062
16.186,12.116
16.246,12.171
16.306,12.224
16.366,12.278
16.426,12.331
16.486,12.384
16.547,12.437
16.607,12.489
16.667,12.541
16.727,12.592
16.787,12.644
16.847,12.694
16.907,12.745
16.967,12.795
17.027,12.845
17.087,12.894
17.147,12.943
17.207,12.992
17.267,13.04
17.327,13.088
17.387,13.135
17.447,13.182
17.508,13.229
17.568,13.275
