10,4.3516
10.06,4.4104
10.12,4.4696
10.18,4.5292
10.24,4.5892
10.3,4.6497
10.36,4.7105
10.42,4.7718
10.48,4.8334
10.541,4.8954
10.601,4.9577
10.661,5.0203
10.721,5.0833
10.781,5.1466
10.841,5.2103
10.901,5.2742
10.961,5.3384
11.021,5.4029
11.081,5.4676
11.141,5.5326
11.201,5.5979
11.261,5.6634
11.321,5.7291
11.381,5.7951
11.441,5.8612
11.502,5.9276
11.562,5.9941
11.622,6.0609
11.682,6.1277
11.742,6.1948
11.802,6.262
11.862,6.3294
11.922,6.3969
11.982,6.4645
12.042,6.5322
12.102,6.6001
12.162,6.668
12.222,6.736
12.282,6.8041
12.342,6.8723
12.402,6.9406
12.462,7.0089
12.523,7.0773
12.583,7.1457
12.643,7.2141
12.703,7.2826
12.763,7.351
12.823,7.4195
12.883,7.488
12.943,7.5565
13.003,7.625
13.063,7.6934
13.123,7.7618
13.183,7.8302
13.243,7.8986
13.303,7.9668
13.363,8.0351
13.423,8.1032
13.483,8.1713
13.544,8.2393
13.604,8.3073
13.664,8.3751
13.724,8.4428
13.784,8.5105
13.844,8.578
13.904,8.6454
13.964,8.7126
14.024,8.7798
14.084,8.8468
14.144,8.9136
14.204,8.9803
14.264,9.0469
14.324,9.1133
14.384,9.1795
14.444,9.2455
14.505,9.3114
14.565,9.377
14.625,9.4425
14.685,9.5078
14.745,9.5729
14.805,9.6377
14.865,9.7024
14.925,9.7668
14.985,9.831
15.045,9.895
15.105,9.9587
15.165,10.022
15.225,10.085
15.285,10.148
15.345,10.211
15.405,10.274
15.465,10.336
15.526,10.398
15.586,10.46
15.646,10.521
15.706,10.582
15.766,10.643
15.826,10.703
15.886,10.764
15.946,10.824
16.006,10.883
16.066,10.943
16.126,11.002
16.186,11.06
16.246,11.119
16.306,11.177
16.366,11.234
16.426,11.292
16.486,11.349
16.547,11.406
16.607,11.462
16.667,11.518
16.727,11.574
16.787,11.629
16.847,11.684
16.907,11.739
16.967,11.793
17.027,11.847
17.087,11.9
17.147,11.953
17.207,12.006
17.267,12.058
17.327,12.11
17.387,12.162
17.447,12.213
17.508,12.264
17.568,12.315
17.628,12.365
17.688,12.414
17.748,12.464
17.808,12.512
17.868,12.561
17.928,12.609
17.988,12.657
18.048,12.704
18.108,12.751
18.168,12.797
18.228,12.843
18.288,12.888
18.348,12.934
18.408,12.978
18.468,13.023
18.529,13.067
18.589,13.11
18.649,13.153
18.709,13.196
18.769,13.238
18.829,13.279
18.889,13.321
18.949,13.362
19.009,13.402
19.069,13.442
19.129,13.481
19.189,13.521
19.249,13.559
19.309,13.597
19.369,13.635
19.429,13.672
19.489,13.709
19.55,13.746
19.61,13.782
19.67,13.817
19.73,13.852
19.79,13.887
19.85,13.921
19.91,13.955
19.97,13.988
20.03,14.021
20.09,14.053
20.15,14.085
20.21,14.117
20.27,14.148
20.33,14.178
20.39,14.208
20.45,14.238
20.511,14.267
20.571,14.296
20.631,14.324
20.691,14.352
20.751,14.379
20.811,14.406
20.871,14.433
20.931,14.459
20.991,14.484
21.051,14.51
21.111,14.534
21.171,14.558
21.231,14.582
21.291,14.605
21.351,14.628
21.411,14.651
21.471,14.673
21.532,14.694
21.592,14.715
21.652,14.736
21.712,14.756
21.772,14.776
21.832,14.795
21.892,14.814
21.952,14.833
22.012,14.851
22.072,14.868
22.132,14.885
22.192,14.902
22.252,14.918
22.312,14.934
22.372,14.949
22.432,14.964
22.492,14.979
22.553,14.993
22.613,15.006
22.673,15.02
22.733,15.032
22.793,15.045
22.853,15.057
22.913,15.068
22.973,15.079
23.033,15.09
23.093,15.1
23.153,15.11
23.213,15.12
23.273,15.129
23.333,15.137
23.393,15.146
23.453,15.154
23.514,15.161
23.574,15.168
23.634,15.175
23.694,15.181
23.754,15.187
23.814,15.192
23.874,15.197
23.934,15.202
23.994,15.206
24.054,15.21
24.114,15.214
24.174,15.217
24.234,15.22
24.294,15.222
24.354,15.224
24.414,15.226
24.474,15.227
24.535,15.228
24.595,15.229
24.655,15.229
24.715,15.229
24.775,15.229
24.835,15.228
24.895,15.227
24.955,15.225
25.015,15.223
25.075,15.221
25.135,15.219
25.195,15.216
25.255,15.213
25.315,15.209
25.375,15.206
25.435,15.201
25.495,15.197
25.556,15.192
25.616,15.187
25.676,15.182
25.736,15.176
25.796,15.17
25.856,15.164
25.916,15.157
25.976,15.151
26.036,15.143
26.096,15.136
26.156,15.128
26.216,15.12
26.276,15.112
26.336,15.104
26.396,15.095
26.456,15.086
26.517,15.076
26.577,15.067
26.637,15.057
26.697,15.047
26.757,15.037
26.817,15.026
26.877,15.015
26.937,15.004
26.997,14.993
27.057,14.982
27.117,14.97
27.177,14.958
27.237,14.946
27.297,14.934
27.357,14.921
27.417,14.908
27.477,14.895
27.538,14.882
27.598,14.869
27.658,14.855
27.718,14.842
27.778,14.828
27.838,14.814
27.898,14.799
27.958,14.785
28.018,14.77
28.078,14.756
28.138,14.741
28.198,14.726
28.258,14.71
28.318,14.695
28.378,14.68
28.438,14.664
28.498,14.648
28.559,14.632
28.619,14.616
28.679,14.6
28.739,14.584
28.799,14.568
28.859,14.551
28.919,14.535
28.979,14.518
29.039,14.501
29.099,14.485
29.159,14.468
29.219,14.451
29.279,14.434
29.339,14.417
29.399,14.399
29.459,14.382
29.52,14.365
29.58,14.347
29.64,14.33
29.7,14.313
29.76,14.295
29.82,14.278
29.88,14.26
29.94,14.242
30,14.225
30.06,14.207
30.12,14.19
30.18,14.172
30.24,14.154
30.3,14.137
30.36,14.119
30.42,14.101
30.48,14.084
30.541,14.066
30.601,14.049
30.661,14.031
30.721,14.014
30.781,13.996
30.841,13.979
30.901,13.961
30.961,13.944
31.021,13.927
31.081,13.91
31.141,13.893
31.201,13.875
31.261,13.859
31.321,13.842
31.381,13.825
31.441,13.808
31.502,13.791
31.562,13.775
31.622,13.759
31.682,13.742
31.742,13.726
31.802,13.44
31.862,13.427
31.922,13.413
31.982,13.4
32.042,13.386
32.102,13.373
32.162,13.359
32.222,13.346
32.282,13.332
32.342,13.318
32.402,13.304
32.462,13.291
32.523,13.277
32.583,13.263
32.643,13.249
32.703,13.235
32.763,13.221
32.823,13.207
32.883,13.193
32.943,13.179
33.003,13.166
33.063,13.152
33.123,13.138
33.183,13.124
33.243,13.11
33.303,13.096
33.363,13.082
33.423,13.068
33.483,13.054
33.544,13.04
33.604,13.026
33.664,13.013
33.724,12.999
33.784,12.985
33.844,12.971
33.904,12.958
33.964,12.944
34.024,12.931
34.084,12.917
34.144,12.904
34.204,12.89
34.264,12.877
34.324,12.864
34.384,12.851
34.444,12.838
34.505,12.825
34.565,12.812
34.625,12.799
34.685,12.786
34.745,12.773
34.805,11.369
34.865,11.372
34.925,11.374
34.985,11.377
35.045,11.379
35.105,11.381
35.165,11.383
35.225,11.385
35.285,11.387
35.345,11.389
35.405,11.39
35.465,11.392
35.526,11.393
35.586,11.394
35.646,11.395
35.706,11.396
35.766,11.397
35.826,11.398
35.886,11.398
35.946,11.399
36.006,11.399
36.066,11.4
36.126,11.4
36.186,11.4
36.246,11.4
36.306,11.4
36.366,11.399
36.426,11.399
36.486,11.399
